voting_id,total_favor,total_contra,total_absent,is_approved
48732,41,39,80,True
48737,91,14,55,True
48739,92,26,42,True
48740,145,1,14,True
48741,143,3,14,True
48743,138,7,15,True
48744,124,20,16,True
48745,133,10,17,True
48746,32,110,18,False
48749,123,19,18,True
48750,122,20,18,True
48752,122,20,18,True
48753,129,14,17,True
48754,132,13,15,True
48755,130,15,15,True
48757,132,14,14,True
48759,132,16,12,True
48760,128,20,12,True
48761,131,17,12,True
48763,138,5,17,True
48764,140,6,14,True
48765,34,111,15,False
48768,113,18,29,True
48769,131,14,15,True
48770,130,15,15,True
48771,126,20,14,True
48772,111,24,25,True
48773,124,23,13,True
48774,135,11,14,True
48780,118,5,37,True
48781,118,6,36,True
48782,85,18,57,True
48783,92,16,52,True
48784,87,20,53,True
48785,100,12,48,True
48786,101,11,48,True
48787,92,20,48,True
48788,99,14,47,True
48789,99,15,46,True
48790,105,12,43,True
48791,114,7,39,True
48792,115,7,38,True
48793,105,17,38,True
48794,102,20,38,True
48795,108,14,38,True
48796,113,9,38,True
48797,110,11,39,True
48798,102,19,39,True
48799,117,5,38,True
48800,113,9,38,True
48801,117,5,38,True
48802,108,14,38,True
48803,112,11,37,True
48804,109,12,39,True
48805,115,7,38,True
48806,109,13,38,True
48809,111,12,37,True
48811,126,6,28,True
48812,128,6,26,True
48813,130,6,24,True
48814,130,6,24,True
48815,125,11,24,True
48818,131,5,24,True
48819,128,8,24,True
48820,132,4,24,True
48821,42,37,81,True
48824,47,36,77,True
48828,55,12,93,True
48831,49,12,99,True
48832,55,8,97,True
48834,83,7,70,True
48836,13,49,98,False
48857,72,12,76,True
48858,112,4,44,True
48860,117,12,31,True
48861,116,14,30,True
48862,113,17,30,True
48863,125,5,30,True
48864,125,5,30,True
48865,125,5,30,True
48866,107,23,30,True
48868,125,5,30,True
48869,112,18,30,True
48870,116,15,29,True
48871,127,4,29,True
48872,119,4,37,True
48873,125,22,13,True
48874,129,21,10,True
48875,120,30,10,True
48878,135,13,12,True
48879,127,22,11,True
48881,133,13,14,True
48882,127,20,13,True
48883,127,20,13,True
48884,131,15,14,True
48885,124,21,15,True
48886,136,9,15,True
48887,132,15,13,True
48888,136,11,13,True
48889,140,8,12,True
48890,111,6,43,True
48891,115,7,38,True
48894,112,13,35,True
48896,119,5,36,True
48897,120,4,36,True
48898,117,7,36,True
48899,118,6,36,True
48900,119,5,36,True
48901,122,1,37,True
48902,121,3,36,True
48903,121,3,36,True
48904,119,6,35,True
48906,122,3,35,True
48907,122,2,36,True
48909,123,2,35,True
48910,118,7,35,True
48933,43,37,80,True
48937,56,66,38,False
48939,92,40,28,True
48941,96,38,26,True
48948,75,67,18,True
48950,112,38,10,True
48954,134,14,12,True
48955,135,15,10,True
48962,100,21,39,True
48964,93,19,48,True
48965,92,25,43,True
48966,125,25,10,True
48967,124,28,8,True
48968,100,46,14,True
48969,60,92,8,False
48971,128,24,8,True
48972,127,25,8,True
48973,128,24,8,True
48975,128,24,8,True
48976,128,24,8,True
48977,109,37,14,True
48978,10,142,8,False
48979,96,46,18,True
48980,118,21,21,True
48981,118,22,20,True
48982,55,85,20,False
48983,99,40,21,True
48984,93,46,21,True
48986,135,13,12,True
48987,63,82,15,False
48989,101,37,22,True
48990,85,53,22,True
48991,100,39,21,True
48992,38,100,22,False
48993,90,49,21,True
48994,97,41,22,True
48995,78,62,20,True
48996,91,49,20,True
48998,58,80,22,False
48999,95,45,20,True
49000,45,89,26,False
49001,94,44,22,True
49003,105,32,23,True
49004,106,31,23,True
49005,105,33,22,True
49007,114,23,23,True
49008,123,16,21,True
49009,115,24,21,True
49010,87,63,10,True
49011,66,79,15,False
49012,138,15,7,True
49013,135,16,9,True
49014,135,16,9,True
49015,88,62,10,True
49016,141,10,9,True
49018,136,12,12,True
49020,21,130,9,False
49021,139,12,9,True
49022,135,14,11,True
49023,138,13,9,True
49024,135,16,9,True
49025,5,146,9,False
49026,6,145,9,False
49027,12,139,9,False
49028,117,34,9,True
49029,131,20,9,True
49030,111,40,9,True
49031,135,14,11,True
49032,141,8,11,True
49033,137,12,11,True
49034,140,9,11,True
49035,104,45,11,True
49037,69,10,81,True
49039,61,18,81,True
49041,5,84,71,False
49042,10,76,74,False
49043,4,83,73,False
49044,25,21,114,True
49046,25,23,112,True
49048,139,9,12,True
49049,45,12,103,True
49051,40,17,103,True
49062,82,23,55,True
49063,84,21,55,True
49064,82,24,54,True
49065,81,25,54,True
49066,40,48,72,False
49067,52,25,83,True
49069,42,36,82,True
49071,43,26,91,True
49072,37,34,89,True
49076,103,14,43,True
49077,89,36,35,True
49078,142,6,12,True
49079,118,30,12,True
49080,113,34,13,True
49081,109,37,14,True
49082,46,104,10,False
49083,111,35,14,True
49084,110,37,13,True
49085,110,37,13,True
49086,127,20,13,True
49087,113,34,13,True
49088,107,40,13,True
49089,17,130,13,False
49090,109,38,13,True
49091,82,64,14,True
49092,9,137,14,False
49093,107,40,13,True
49094,112,36,12,True
49095,111,37,12,True
49096,115,33,12,True
49097,114,32,14,True
49099,16,130,14,False
49103,78,37,45,True
49104,39,78,43,False
49105,40,27,93,True
49106,39,31,90,True
49110,104,17,39,True
49112,81,20,59,True
49113,73,29,58,True
49114,87,36,37,True
49115,100,21,39,True
49116,95,29,36,True
49117,106,19,35,True
49118,103,21,36,True
49119,108,17,35,True
49120,110,8,42,True
49121,113,9,38,True
49122,104,17,39,True
49123,99,21,40,True
49124,94,27,39,True
49126,100,20,40,True
49128,102,18,40,True
49129,108,12,40,True
49130,111,8,41,True
49132,75,45,40,True
49133,113,5,42,True
49135,92,20,48,True
49136,103,17,40,True
49137,99,21,40,True
49138,104,16,40,True
49139,101,19,40,True
49140,105,11,44,True
49141,40,36,84,True
49142,42,37,81,True
49145,36,46,78,False
49149,93,38,29,True
49150,94,23,43,True
49151,86,17,57,True
49152,81,14,65,True
49153,113,14,33,True
49155,125,7,28,True
49156,95,34,31,True
49157,116,14,30,True
49160,121,5,34,True
49161,125,2,33,True
49162,73,54,33,True
49163,122,5,33,True
49164,120,4,36,True
49165,118,8,34,True
49166,120,12,28,True
49167,63,65,32,False
49171,49,77,34,False
49172,57,71,32,False
49173,124,2,34,True
49174,40,43,77,False
49179,36,22,102,True
49181,39,22,99,True
49183,37,17,106,True
49185,31,27,102,True
49188,82,17,61,True
49190,83,28,49,True
49191,92,24,44,True
49192,61,44,55,True
49193,77,30,53,True
49195,40,27,93,True
49197,35,34,91,True
49236,49,9,102,True
49240,50,19,91,True
49241,51,33,76,True
49242,44,35,81,True
49245,51,37,72,True
49246,45,34,81,True
49250,41,19,100,True
49252,42,16,102,True
49259,42,37,81,True
49264,95,22,43,True
49266,82,37,41,True
49269,96,32,32,True
49274,42,49,69,False
49277,55,70,35,False
49278,27,109,24,False
49280,89,54,17,True
49287,50,30,80,True
49290,37,51,72,False
49299,44,16,100,True
49300,51,18,91,True
49302,42,30,88,True
49304,49,31,80,True
49311,29,18,113,True
49313,25,22,113,True
49315,40,7,113,True
49317,40,16,104,True
49331,87,3,70,True
49332,43,54,63,False
49334,49,47,64,True
49335,50,52,58,False
49336,47,52,61,False
49337,38,8,114,True
49338,43,15,102,True
49339,41,6,113,True
49340,38,14,108,True
49342,51,21,88,True
49345,46,15,99,True
49346,60,16,84,True
49349,42,42,76,False
49353,55,37,68,True
49358,41,49,70,False
49360,47,12,101,True
49361,44,20,96,True
49363,23,29,108,False
49365,22,33,105,False
49366,25,31,104,False
49367,46,29,85,True
49368,43,36,81,True
49374,54,80,26,False
49375,37,98,25,False
49376,131,5,24,True
49377,11,125,24,False
49378,10,126,24,False
49380,124,12,24,True
49381,56,79,25,False
49383,17,118,25,False
49384,12,123,25,False
49386,73,65,22,True
49387,106,33,21,True
49390,23,116,21,False
49391,99,42,19,True
49392,127,9,24,True
49393,127,12,21,True
49394,45,95,20,False
49395,132,11,17,True
49396,77,61,22,True
49397,128,12,20,True
49398,24,117,19,False
49399,37,103,20,False
49400,59,80,21,False
49401,54,89,17,False
49402,125,18,17,True
49403,120,22,18,True
49404,131,11,18,True
49405,132,10,18,True
49406,132,10,18,True
49407,126,16,18,True
49408,131,11,18,True
49409,134,8,18,True
49410,132,11,17,True
49411,135,8,17,True
49412,135,8,17,True
49413,114,27,19,True
49414,55,83,22,False
49415,114,24,22,True
49416,111,27,22,True
49417,112,29,19,True
49418,114,26,20,True
49419,109,31,20,True
49420,110,32,18,True
49421,135,8,17,True
49422,133,6,21,True
49423,123,16,21,True
49424,118,20,22,True
49425,117,20,23,True
49426,54,59,47,False
49434,120,17,23,True
49435,119,19,22,True
49438,65,74,21,False
49439,123,17,20,True
49440,124,13,23,True
49443,119,8,33,True
49446,97,25,38,True
49447,44,2,114,True
49448,51,4,105,True
49450,46,10,104,True
49452,45,14,101,True
49454,68,64,28,True
49456,85,36,39,True
49457,22,103,35,False
49458,25,99,36,False
49461,72,57,31,True
49464,48,8,104,True
49465,49,19,92,True
49467,40,11,109,True
49469,48,12,100,True
49476,60,62,38,False
49477,78,44,38,True
49479,75,51,34,True
49480,64,67,29,False
49481,34,77,49,False
49482,62,48,50,True
49483,73,40,47,True
49485,71,32,57,True
49486,55,41,64,True
49489,36,9,115,True
49490,34,14,112,True
49493,51,10,99,True
49495,47,20,93,True
49497,42,91,27,False
49500,59,77,24,False
49501,115,25,20,True
49503,106,31,23,True
49504,103,35,22,True
49506,108,32,20,True
49507,107,32,21,True
49508,103,33,24,True
49509,102,34,24,True
49510,103,32,25,True
49511,103,33,24,True
49512,104,31,25,True
49513,102,33,25,True
49514,101,33,26,True
49515,105,30,25,True
49525,41,34,85,True
49526,40,36,84,True
49527,51,26,83,True
49528,51,17,92,True
49529,36,91,33,False
49530,56,36,68,True
49533,82,27,51,True
49535,84,34,42,True
49536,46,72,42,False
49537,42,20,98,True
49539,37,29,94,True
49541,94,38,28,True
49543,125,9,26,True
49552,114,21,25,True
49554,33,102,25,False
49555,13,122,25,False
49556,4,130,26,False
49558,122,11,27,True
49559,119,14,27,True
49560,112,22,26,True
49561,124,10,26,True
49562,90,35,35,True
49564,36,10,114,True
49565,37,14,109,True
49566,98,24,38,True
49567,83,44,33,True
49572,63,41,56,True
49573,51,69,40,False
49574,69,64,27,True
49575,108,27,25,True
49576,70,64,26,True
49580,98,36,26,True
49588,40,93,27,False
49590,86,23,51,True
49591,82,26,52,True
49592,84,24,52,True
49593,83,25,52,True
49594,83,21,56,True
49595,83,18,59,True
49596,85,22,53,True
49598,43,7,110,True
49599,41,12,107,True
49602,62,11,87,True
49603,48,30,82,True
49604,9,61,90,False
49608,84,58,18,True
49609,86,51,23,True
49610,40,33,87,True
49611,39,37,84,True
49617,134,7,19,True
49618,134,11,15,True
49619,137,0,23,True
49623,132,5,23,True
49624,135,3,22,True
49627,44,31,85,True
49628,48,28,84,True
49631,142,4,14,True
49632,137,7,16,True
49633,129,14,17,True
49634,136,8,16,True
49635,135,9,16,True
49636,134,10,16,True
49637,137,6,17,True
49638,133,10,17,True
49639,138,7,15,True
49640,135,9,16,True
49641,134,8,18,True
49642,139,4,17,True
49643,135,7,18,True
49644,137,7,16,True
49645,140,4,16,True
49646,7,137,16,False
49647,140,4,16,True
49648,135,8,17,True
49649,142,2,16,True
49650,137,7,16,True
49651,133,8,19,True
49652,8,133,19,False
49653,128,16,16,True
49654,140,4,16,True
49655,134,10,16,True
49656,3,137,20,False
49657,138,2,20,True
49658,133,11,16,True
49659,132,10,18,True
49660,133,11,16,True
49661,135,9,16,True
49663,131,11,18,True
49664,138,4,18,True
49665,133,8,19,True
49666,15,127,18,False
49667,18,124,18,False
49668,130,6,24,True
49669,131,7,22,True
49670,131,7,22,True
49672,131,6,23,True
49673,131,6,23,True
49674,126,11,23,True
49676,62,81,17,False
49681,132,6,22,True
49682,131,6,23,True
49683,131,7,22,True
49685,118,24,18,True
49687,136,3,21,True
49688,138,6,16,True
49689,4,140,16,False
49690,32,106,22,False
49691,67,73,20,False
49694,122,13,25,True
49696,143,2,15,True
49697,145,3,12,True
49699,61,71,28,False
49701,49,28,83,True
49703,46,31,83,True
49706,55,14,91,True
49708,51,22,87,True
49710,60,64,36,False
49711,60,59,41,True
49712,74,70,16,True
49713,147,2,11,True
49714,144,4,12,True
49715,145,3,12,True
49716,144,4,12,True
49717,142,6,12,True
49718,130,18,12,True
49719,147,1,12,True
49721,144,3,13,True
49722,145,2,13,True
49723,138,11,11,True
49724,139,9,12,True
49725,101,41,18,True
49726,74,65,21,True
49729,112,11,37,True
49730,0,119,41,False
49731,59,4,97,True
49732,51,14,95,True
49734,51,15,94,True
49737,81,9,70,True
49738,89,22,49,True
49745,10,147,3,False
49748,141,16,3,True
49749,138,18,4,True
49750,143,12,5,True
49751,145,9,6,True
49752,144,10,6,True
49753,149,5,6,True
49754,149,5,6,True
49755,134,5,21,True
49756,53,21,86,True
49757,50,28,82,True
49759,94,32,34,True
49761,90,24,46,True
49763,100,31,29,True
49765,122,9,29,True
49766,103,30,27,True
49767,99,34,27,True
49768,99,33,28,True
49769,112,19,29,True
49770,101,30,29,True
49771,94,37,29,True
49772,105,26,29,True
49773,97,33,30,True
49774,107,21,32,True
49775,101,27,32,True
49776,104,22,34,True
49777,98,28,34,True
49778,98,28,34,True
49779,113,14,33,True
49780,106,21,33,True
49781,117,11,32,True
49782,103,26,31,True
49783,111,19,30,True
49784,117,14,29,True
49785,124,7,29,True
49791,109,17,34,True
49792,108,20,32,True
49794,104,20,36,True
49795,104,20,36,True
49796,108,16,36,True
49797,112,14,34,True
49798,104,20,36,True
49799,105,19,36,True
49800,93,16,51,True
49801,89,21,50,True
49803,99,8,53,True
49805,93,12,55,True
49806,91,13,56,True
49808,87,16,57,True
49810,86,18,56,True
49812,90,15,55,True
49813,88,18,54,True
49815,92,14,54,True
49816,91,15,54,True
49817,95,10,55,True
49818,84,13,63,True
49819,81,8,71,True
49824,93,13,54,True
49825,92,14,54,True
49826,95,10,55,True
49827,90,15,55,True
49828,86,17,57,True
49829,89,14,57,True
49830,90,13,57,True
49831,87,16,57,True
49832,91,12,57,True
49833,92,14,54,True
49834,93,11,56,True
49835,88,17,55,True
49847,45,27,88,True
49848,48,28,84,True
49850,53,24,83,True
49851,59,20,81,True
49867,91,22,47,True
49868,18,107,35,False
49879,51,70,39,False
49885,115,12,33,True
49886,117,9,34,True
49887,38,89,33,False
49888,123,6,31,True
49889,117,13,30,True
49891,114,12,34,True
49892,116,10,34,True
49893,113,13,34,True
49894,11,146,3,False
49895,124,33,3,True
49896,131,24,5,True
49897,127,28,5,True
49898,127,28,5,True
49899,128,27,5,True
49900,129,26,5,True
49901,124,31,5,True
49902,118,37,5,True
49903,121,33,6,True
49904,117,34,9,True
49905,120,32,8,True
49906,124,29,7,True
49907,122,31,7,True
49908,126,26,8,True
49909,123,29,8,True
49910,126,26,8,True
49911,118,33,9,True
49912,120,30,10,True
49913,122,27,11,True
49914,117,33,10,True
49915,116,33,11,True
49916,118,30,12,True
49917,120,29,11,True
49918,127,23,10,True
49919,124,26,10,True
49920,111,38,11,True
49921,113,36,11,True
49922,119,29,12,True
49923,117,34,9,True
49924,122,29,9,True
49925,122,29,9,True
49926,122,29,9,True
49927,127,26,7,True
49928,126,25,9,True
49929,128,25,7,True
49930,129,24,7,True
49931,113,38,9,True
49932,122,3,35,True
49933,4,122,34,False
49934,123,8,29,True
49935,33,94,33,False
49936,114,10,36,True
49937,129,24,7,True
49938,113,13,34,True
49940,40,85,35,False
49941,120,28,12,True
49943,119,31,10,True
49944,112,12,36,True
49945,110,14,36,True
49946,38,79,43,False
49948,90,23,47,True
49950,113,5,42,True
49951,115,8,37,True
49952,113,11,36,True
49953,110,14,36,True
49954,115,9,36,True
49955,107,18,35,True
49956,112,14,34,True
49957,114,9,37,True
49958,131,13,16,True
49959,102,17,41,True
49961,110,14,36,True
49967,108,1,51,True
49968,102,9,49,True
49969,99,15,46,True
49970,96,20,44,True
49971,108,7,45,True
49972,104,11,45,True
49973,98,17,45,True
49974,103,12,45,True
49975,101,13,46,True
49976,102,12,46,True
49977,104,10,46,True
49978,97,17,46,True
49979,100,14,46,True
49981,113,3,44,True
49982,106,10,44,True
49983,111,5,44,True
49984,110,5,45,True
49985,101,11,48,True
49986,101,12,47,True
49987,102,11,47,True
49988,99,14,47,True
49989,106,8,46,True
49990,91,23,46,True
49991,100,15,45,True
49992,105,10,45,True
49993,99,16,45,True
49995,104,11,45,True
49996,104,10,46,True
49997,106,7,47,True
49998,106,9,45,True
49999,109,3,48,True
50000,104,8,48,True
50001,104,10,46,True
50002,98,16,46,True
50003,100,14,46,True
50004,107,7,46,True
50005,110,6,44,True
50006,110,7,43,True
50007,107,11,42,True
50008,108,11,41,True
50009,116,3,41,True
50010,116,3,41,True
50011,89,27,44,True
50014,90,10,60,True
50015,81,14,65,True
50021,38,9,113,True
50030,54,8,98,True
50032,65,12,83,True
50034,132,20,8,True
50035,122,34,4,True
50036,106,24,30,True
50037,125,25,10,True
50038,129,21,10,True
50052,73,74,13,False
50054,114,34,12,True
50055,110,37,13,True
50056,118,30,12,True
50057,118,30,12,True
50058,117,26,17,True
50059,120,28,12,True
50061,123,31,6,True
50062,131,12,17,True
50063,129,17,14,True
50064,126,15,19,True
50065,129,19,12,True
50067,126,26,8,True
50068,121,20,19,True
50069,123,21,16,True
50072,129,16,15,True
50073,129,19,12,True
50074,130,17,13,True
50075,125,22,13,True
50076,123,24,13,True
50084,127,17,16,True
50085,124,20,16,True
50086,127,18,15,True
50087,124,21,15,True
50088,125,19,16,True
50089,127,17,16,True
50090,8,114,38,False
50091,130,17,13,True
50092,129,17,14,True
50093,131,14,15,True
50094,135,12,13,True
50095,134,12,14,True
50096,130,13,17,True
50097,131,14,15,True
50098,123,19,18,True
50099,128,15,17,True
50100,130,13,17,True
50101,128,16,16,True
50102,133,13,14,True
50103,128,19,13,True
50104,128,18,14,True
50105,127,14,19,True
50106,127,14,19,True
50107,121,20,19,True
50108,130,14,16,True
50109,90,35,35,True
50110,135,15,10,True
50111,133,14,13,True
50112,128,21,11,True
50113,138,12,10,True
50114,138,13,9,True
50115,139,11,10,True
50116,17,114,29,False
50117,131,11,18,True
50118,64,71,25,False
50119,0,134,26,False
50120,36,31,93,True
50122,41,38,81,True
50123,41,38,81,True
50125,31,19,110,True
50126,27,24,109,True
50128,45,33,82,True
50129,96,9,55,True
50131,47,11,102,True
50132,65,10,85,True
50136,136,3,21,True
50140,96,31,33,True
50141,133,9,18,True
50142,146,3,11,True
50146,145,5,10,True
50147,95,17,48,True
50148,110,13,37,True
50149,141,3,16,True
50150,147,1,12,True
50151,146,2,12,True
50152,147,2,11,True
50153,132,18,10,True
50154,149,1,10,True
50155,145,5,10,True
50156,146,3,11,True
50157,148,2,10,True
50158,146,4,10,True
50159,18,131,11,False
50160,145,4,11,True
50162,43,14,103,True
50164,47,21,92,True
50174,59,61,40,False
50180,28,21,111,True
50181,28,25,107,True
50184,82,12,66,True
50186,82,17,61,True
50190,126,21,13,True
50191,130,23,7,True
50193,126,25,9,True
50194,135,18,7,True
50195,131,22,7,True
50196,126,27,7,True
50197,120,35,5,True
50199,132,22,6,True
50200,133,20,7,True
50201,129,24,7,True
50202,131,24,5,True
50203,119,36,5,True
50204,127,22,11,True
50205,128,23,9,True
50206,73,65,22,True
50208,136,12,12,True
50209,136,14,10,True
50210,135,15,10,True
50212,49,98,13,False
50213,68,72,20,False
50214,117,23,20,True
50215,9,139,12,False
50218,48,85,27,False
50219,92,56,12,True
50220,128,19,13,True
50221,91,55,14,True
50223,37,23,100,True
50224,33,29,98,True
50227,101,25,34,True
50228,106,12,42,True
50232,72,39,49,True
50234,12,109,39,False
50235,103,17,40,True
50236,34,77,49,False
50237,101,10,49,True
50238,91,9,60,True
50239,91,9,60,True
50240,88,11,61,True
50241,88,8,64,True
50242,88,8,64,True
50243,89,7,64,True
50244,91,6,63,True
50245,90,7,63,True
50247,88,9,63,True
50248,89,5,66,True
50250,90,5,65,True
50251,91,3,66,True
50253,85,8,67,True
50254,87,4,69,True
50256,87,6,67,True
50257,85,6,69,True
50258,86,5,69,True
50260,84,7,69,True
50262,85,5,70,True
50263,84,6,70,True
50265,85,4,71,True
50266,85,4,71,True
50267,85,4,71,True
50268,31,18,111,True
50270,45,8,107,True
50272,43,19,98,True
50274,125,9,26,True
50276,111,19,30,True
50277,114,20,26,True
50280,122,12,26,True
50281,111,17,32,True
50282,118,16,26,True
50285,122,18,20,True
50286,128,11,21,True
50287,126,13,21,True
50288,131,8,21,True
50289,115,21,24,True
50290,115,23,22,True
50300,54,67,39,False
50301,89,32,39,True
50302,90,32,38,True
50303,87,33,40,True
50304,87,33,40,True
50305,89,31,40,True
50307,87,33,40,True
50309,85,35,40,True
50310,84,36,40,True
50311,86,34,40,True
50312,84,37,39,True
50313,93,28,39,True
50314,31,28,101,True
50319,64,23,73,True
50320,50,15,95,True
50321,54,26,80,True
50331,67,54,39,True
50332,68,54,38,True
50334,69,50,41,True
50338,90,31,39,True
50345,25,85,50,False
50346,98,12,50,True
50348,38,33,89,True
50349,40,37,83,True
50350,38,9,113,True
50352,37,13,110,True
50354,117,3,40,True
50355,110,10,40,True
50356,114,7,39,True
50357,111,12,37,True
50358,115,10,35,True
50359,122,3,35,True
50360,120,6,34,True
50361,120,6,34,True
50362,123,2,35,True
50363,113,13,34,True
50365,105,18,37,True
50366,104,18,38,True
50368,108,13,39,True
50369,106,13,41,True
50370,96,21,43,True
50372,84,16,60,True
50373,83,16,61,True
50374,91,10,59,True
50375,93,14,53,True
50376,78,33,49,True
50379,78,32,50,True
50382,45,28,87,True
50383,39,37,84,True
50469,110,34,16,True
50470,104,18,38,True
50474,123,20,17,True
50475,38,107,15,False
50476,7,137,16,False
50477,9,135,16,False
50478,22,122,16,False
50479,15,129,16,False
50480,55,89,16,False
50481,23,121,16,False
50482,50,94,16,False
50483,21,123,16,False
50484,60,84,16,False
50485,100,44,16,True
50486,17,127,16,False
50487,7,137,16,False
50488,27,117,16,False
50489,8,136,16,False
50490,23,121,16,False
50491,55,89,16,False
50492,8,136,16,False
50493,7,137,16,False
50494,47,97,16,False
50495,21,123,16,False
50496,46,98,16,False
50497,21,123,16,False
50498,26,118,16,False
50499,6,138,16,False
50500,8,136,16,False
50501,31,113,16,False
50502,35,109,16,False
50503,55,89,16,False
50504,32,112,16,False
50505,74,70,16,True
50506,6,138,16,False
50507,5,139,16,False
50508,67,77,16,False
50509,13,131,16,False
50510,16,128,16,False
50511,29,115,16,False
50512,61,83,16,False
50513,54,90,16,False
50514,63,81,16,False
50515,12,132,16,False
50516,41,103,16,False
50517,6,138,16,False
50518,9,135,16,False
50519,17,127,16,False
50520,9,135,16,False
50521,40,104,16,False
50522,13,131,16,False
50523,18,126,16,False
50524,8,136,16,False
50525,13,131,16,False
50526,55,89,16,False
50527,117,27,16,True
50528,8,136,16,False
50529,3,140,17,False
50530,16,124,20,False
50531,42,98,20,False
50532,5,134,21,False
50533,10,128,22,False
50535,11,128,21,False
50536,14,125,21,False
50537,17,122,21,False
50538,7,132,21,False
50539,8,131,21,False
50540,25,114,21,False
50541,22,117,21,False
50542,44,95,21,False
50543,19,120,21,False
50544,10,129,21,False
50545,84,55,21,True
50546,4,131,25,False
50547,3,130,27,False
50548,14,112,34,False
50549,7,117,36,False
50550,9,115,36,False
50551,17,106,37,False
50552,42,81,37,False
50553,50,73,37,False
50554,4,119,37,False
50555,109,34,17,True
50558,56,79,25,False
50559,77,63,20,True
50562,104,36,20,True
50564,86,8,66,True
50565,84,9,67,True
50566,38,13,109,True
50568,29,26,105,True
50570,79,73,8,True
50571,19,135,6,False
50572,43,111,6,False
50573,21,133,6,False
50574,153,1,6,True
50575,29,126,5,False
50576,23,132,5,False
50577,32,123,5,False
50578,130,25,5,True
50579,53,102,5,False
50580,155,0,5,True
50581,70,85,5,False
50582,31,124,5,False
50583,43,112,5,False
50584,55,100,5,False
50585,155,0,5,True
50586,154,1,5,True
50587,36,119,5,False
50588,34,121,5,False
50589,37,118,5,False
50591,53,101,6,False
50592,134,20,6,True
50593,40,114,6,False
50596,20,134,6,False
50597,28,126,6,False
50598,24,131,5,False
50600,42,113,5,False
50602,47,108,5,False
50603,155,0,5,True
50604,27,128,5,False
50605,152,2,6,True
50608,150,4,6,True
50609,30,124,6,False
50610,148,6,6,True
50613,150,2,8,True
50614,16,138,6,False
50620,54,10,96,True
50622,43,25,92,True
50624,100,3,57,True
50625,130,3,27,True
50626,132,7,21,True
50630,126,9,25,True
50631,131,4,25,True
50632,131,7,22,True
50633,134,7,19,True
50634,135,7,18,True
50635,121,14,25,True
50636,101,25,34,True
50637,108,20,32,True
50638,93,35,32,True
50639,91,36,33,True
50640,91,36,33,True
50642,101,26,33,True
50643,90,33,37,True
50644,88,34,38,True
50646,97,24,39,True
50647,91,30,39,True
50648,101,21,38,True
50649,96,26,38,True
50651,95,26,39,True
50652,108,14,38,True
50655,37,35,88,True
50656,41,35,84,True
